Date,Team,Opponent,Result,Score,Opponent Score,HomeTeamAdvantage,PrevWeekBYE,RunningAvgScore,Wins,Losses,Home_Win_Rate,Away_Win_Rate
2023-09-23,145,125,W,45,3,0,0,32.25,3,1,1.0,0.6666666666666666
2023-09-23,126,237,W,59,14,1,1,35.666666666666664,1,2,1.0,0.0
2023-09-23,237,126,L,14,59,0,0,24.25,1,3,0.0,0.3333333333333333
2023-09-23,129,150,L,14,28,0,0,27.25,3,1,1.0,0.5
2023-09-23,150,129,W,28,14,1,0,22.25,1,3,0.5,0.0
2023-09-23,130,249,W,40,0,0,0,44.0,3,1,1.0,0.5
2023-09-23,249,130,L,0,40,1,0,19.0,2,2,0.5,0.5
2023-09-23,131,199,L,28,35,0,1,29.0,1,2,1.0,0.0
2023-09-23,199,131,W,35,28,1,0,21.0,2,2,1.0,0.0
2023-09-23,132,225,L,17,23,1,0,16.25,1,3,0.0,0.5
2023-09-23,225,132,W,23,17,0,1,23.5,2,2,1.0,0.3333333333333333
2023-09-23,137,216,L,24,35,0,0,17.0,0,4,0.0,0.0
2023-09-23,216,137,W,35,24,1,0,41.75,3,1,1.0,0.5
2023-09-23,141,222,L,7,36,0,1,12.333333333333334,0,3,0.0,0.0
2023-09-23,222,141,W,36,7,1,0,28.5,3,1,0.6666666666666666,1.0
2023-09-23,142,220,W,21,14,0,0,21.25,2,2,0.0,0.6666666666666666
2023-09-23,220,142,L,14,21,1,0,15.75,1,3,0.0,0.5
2023-09-23,143,233,L,21,37,1,0,24.0,2,3,0.5,0.3333333333333333
2023-09-23,233,143,W,37,21,0,0,37.0,3,1,1.0,0.5
2023-09-23,146,167,W,41,24,0,0,35.75,4,0,1.0,1.0
2023-09-23,167,146,L,24,41,1,0,24.0,1,3,0.3333333333333333,0.0
2023-09-23,152,223,L,14,22,1,0,15.75,1,3,0.0,0.5
2023-09-23,223,152,W,22,14,0,0,22.75,2,2,0.5,0.5
2023-09-23,156,158,L,14,17,1,0,39.6,4,1,0.6666666666666666,1.0
2023-09-23,158,156,W,17,14,0,0,34.5,4,0,1.0,1.0
2023-09-23,161,213,W,10,9,1,0,22.25,2,2,0.6666666666666666,0.0
2023-09-23,213,161,L,9,10,0,1,8.333333333333334,0,3,0.0,0.0
2023-09-23,164,248,L,35,38,0,0,39.5,3,1,1.0,0.5
2023-09-23,248,164,W,38,35,1,0,45.75,4,0,1.0,1.0
2023-09-23,173,242,L,9,35,0,0,28.25,2,2,1.0,0.3333333333333333
2023-09-23,242,173,W,35,9,1,0,32.25,3,1,1.0,0.5
2023-09-23,174,192,L,29,42,0,0,35.25,2,2,1.0,0.0
2023-09-23,192,174,W,42,29,1,0,26.75,2,2,0.6666666666666666,0.0
2023-09-23,175,204,W,20,19,0,0,20.5,2,2,0.5,0.5
2023-09-23,204,175,L,19,20,1,0,13.25,0,4,0.0,0.0
2023-09-23,179,206,L,17,34,0,0,33.75,2,2,1.0,0.0
2023-09-23,206,179,W,34,17,1,0,38.25,3,1,0.6666666666666666,1.0
2023-09-23,181,198,W,37,34,0,0,17.75,1,3,0.0,0.5
2023-09-23,198,181,L,34,37,1,0,21.5,0,4,0.0,0.0
2023-09-23,189,218,W,31,10,1,1,13.5,1,3,1.0,0.0
2023-09-23,218,189,L,10,31,0,0,5.0,0,4,0.0,0.0
2023-09-23,197,252,W,37,17,1,0,23.75,1,3,1.0,0.0
2023-09-23,252,197,L,17,37,0,0,24.0,0,4,0.0,0.0
2023-09-23,211,235,W,45,14,1,0,35.0,3,1,1.0,0.5
2023-09-23,235,211,L,14,45,0,0,19.25,1,3,0.5,0.0
2023-09-23,217,250,L,13,20,0,0,29.25,1,3,0.5,0.0
2023-09-23,250,217,W,20,13,1,0,27.0,3,1,1.0,0.0
2023-09-23,219,254,W,49,31,1,0,42.25,3,1,1.0,0.0
2023-09-23,254,219,L,31,49,0,0,20.75,1,3,1.0,0.0
2023-09-23,221,253,W,27,24,1,0,25.5,2,2,0.6666666666666666,0.0
2023-09-23,253,221,L,24,27,0,0,31.75,2,2,1.0,0.0
2023-09-23,228,238,L,7,14,0,0,32.0,3,1,1.0,0.5
2023-09-23,238,228,W,14,7,1,0,22.25,4,0,1.0,1.0
2023-09-23,231,234,W,45,28,0,0,34.0,3,1,1.0,0.5
2023-09-23,234,231,L,28,45,1,0,17.4,1,4,0.5,0.0
2023-09-23,239,257,W,17,14,1,0,12.25,2,2,1.0,0.0
2023-09-23,257,239,L,14,17,0,0,11.75,0,4,0.0,0.0
2023-09-28,92,182,W,35,28,0,0,27.6,4,1,1.0,0.5
2023-09-28,182,92,L,28,35,1,0,9.5,0,4,0.0,0.0
2023-09-28,122,253,L,10,31,0,0,18.8,1,4,0.5,0.0
2023-09-28,253,122,W,31,10,1,0,31.6,3,2,1.0,0.0
2023-09-28,208,223,L,26,48,0,0,21.0,2,3,0.6666666666666666,0.0
2023-09-28,223,208,W,48,26,1,0,27.8,3,2,0.6666666666666666,0.5
2023-09-29,16,37,W,35,27,1,0,31.0,4,1,1.0,0.5
2023-09-29,37,16,L,27,35,0,0,30.0,2,3,0.3333333333333333,0.5
2023-09-29,43,171,L,7,10,0,0,13.333333333333334,1,2,1.0,0.0
2023-09-29,171,43,W,10,7,1,0,15.333333333333334,2,1,0.5,1.0
2023-09-29,107,234,W,24,10,0,0,27.0,3,3,0.6666666666666666,0.3333333333333333
2023-09-29,234,107,L,10,24,1,0,16.166666666666668,1,5,0.3333333333333333,0.0
2023-09-29,108,134,W,13,10,0,0,37.0,5,0,1.0,1.0
2023-09-29,134,108,L,10,13,1,0,25.4,3,2,0.3333333333333333,1.0
2023-09-29,164,238,W,21,7,1,0,35.8,4,1,1.0,0.5
2023-09-29,238,164,L,7,21,0,0,19.2,4,1,1.0,0.5
2023-09-30,1,149,L,31,45,0,0,28.8,2,3,0.5,0.3333333333333333
2023-09-30,149,1,W,45,31,1,1,36.25,2,2,0.5,0.5
2023-09-30,2,184,W,49,10,1,0,37.6,5,0,1.0,1.0
2023-09-30,184,2,L,10,49,0,0,19.33333333333333,2,4,0.5,0.0
2023-09-30,3,26,L,10,13,1,0,17.0,1,4,0.5,0.0
2023-09-30,26,3,W,13,10,0,0,26.4,1,4,0.0,0.3333333333333333
2023-09-30,5,124,W,40,17,0,0,32.2,4,1,0.6666666666666666,1.0
2023-09-30,124,5,L,17,40,1,0,28.0,2,3,0.5,0.0
2023-09-30,6,7,L,20,23,1,0,15.25,1,3,0.3333333333333333,0.0
2023-09-30,7,6,W,23,20,0,0,16.8,2,3,0.5,0.3333333333333333
2023-09-30,8,230,W,41,40,0,0,36.4,3,2,1.0,0.3333333333333333
2023-09-30,230,8,L,40,41,1,1,21.0,2,2,0.6666666666666666,0.0
2023-09-30,9,29,L,21,24,0,0,17.6,1,4,0.25,0.0
2023-09-30,29,9,W,24,21,1,0,31.0,3,2,0.6666666666666666,0.5
2023-09-30,10,247,L,24,31,1,0,27.6,3,2,0.6666666666666666,0.5
2023-09-30,247,10,W,31,24,0,0,46.0,5,0,1.0,1.0
2023-09-30,11,212,L,22,34,0,0,33.6,2,3,0.6666666666666666,0.0
2023-09-30,212,11,W,34,22,0,0,38.6,4,1,1.0,0.5
2023-09-30,12,113,W,52,28,0,0,26.0,3,2,0.6666666666666666,0.5
2023-09-30,113,12,L,28,52,1,0,26.5,1,5,0.0,0.3333333333333333
2023-09-30,13,195,L,0,27,1,0,13.2,1,4,0.5,0.0
2023-09-30,195,13,W,27,0,0,1,17.75,2,2,0.5,0.5
2023-09-30,14,70,L,20,27,1,0,29.6,3,2,0.6666666666666666,0.5
2023-09-30,70,14,W,27,20,0,0,38.6,5,0,1.0,1.0
2023-09-30,15,104,W,52,10,0,0,34.6,3,2,1.0,0.5
2023-09-30,104,15,L,10,52,1,0,30.8,2,3,0.5,0.3333333333333333
2023-09-30,17,254,L,24,42,0,0,17.8,1,4,0.5,0.0
2023-09-30,254,17,W,42,24,1,0,25.0,2,3,1.0,0.0
2023-09-30,18,227,W,36,35,0,0,23.2,2,3,0.25,1.0
2023-09-30,227,18,L,35,36,1,0,37.6,3,2,0.6666666666666666,0.5
2023-09-30,20,115,L,32,35,0,0,28.6,2,3,0.5,0.3333333333333333
2023-09-30,115,20,W,35,32,1,0,36.6,4,1,1.0,0.5
2023-09-30,21,243,W,27,24,1,0,27.8,2,3,0.5,0.0
2023-09-30,243,21,L,24,27,0,0,21.4,0,5,0.0,0.0
2023-09-30,22,73,W,38,27,0,0,22.6,2,3,0.5,0.3333333333333333
2023-09-30,73,22,L,27,38,1,0,32.4,2,3,0.5,0.3333333333333333
2023-09-30,23,32,W,42,20,1,0,34.0,2,1,1.0,0.5
2023-09-30,32,23,L,20,42,0,1,26.0,1,3,0.5,0.0
2023-09-30,24,173,L,26,49,0,0,20.4,2,3,0.5,0.3333333333333333
2023-09-30,173,24,W,49,26,1,0,32.4,3,2,1.0,0.3333333333333333
2023-09-30,25,100,L,22,56,0,0,16.75,1,3,0.5,0.0
2023-09-30,100,25,W,56,22,1,0,26.8,4,1,1.0,0.5
2023-09-30,27,170,W,27,17,1,0,32.6,4,1,1.0,0.5
2023-09-30,170,27,L,17,27,0,1,24.5,2,2,1.0,0.3333333333333333
2023-09-30,28,226,L,13,31,1,0,21.0,2,3,0.6666666666666666,0.0
2023-09-30,226,28,W,31,13,0,0,26.6,3,2,0.5,0.6666666666666666
2023-09-30,30,145,L,48,49,0,0,39.4,2,3,0.0,0.6666666666666666
2023-09-30,145,30,W,49,48,1,0,35.6,4,1,1.0,0.6666666666666666
2023-09-30,31,197,W,29,27,0,0,39.0,3,2,1.0,0.3333333333333333
2023-09-30,197,31,L,27,29,1,0,24.4,1,4,0.5,0.0
2023-09-30,33,57,W,26,23,1,0,25.8,3,2,1.0,0.3333333333333333
2023-09-30,57,33,L,23,26,0,0,16.2,2,3,1.0,0.0
2023-09-30,34,96,W,13,10,1,0,14.2,2,3,0.6666666666666666,0.0
2023-09-30,96,34,L,10,13,0,0,20.6,1,4,0.5,0.0
2023-09-30,35,179,L,16,34,0,0,18.4,1,4,0.5,0.0
2023-09-30,179,35,W,34,16,1,0,33.8,3,2,1.0,0.0
2023-09-30,36,257,W,23,13,0,0,34.4,4,1,1.0,0.6666666666666666
2023-09-30,257,36,L,13,23,1,0,12.0,0,5,0.0,0.0
2023-09-30,38,205,W,31,14,0,0,35.2,3,2,0.6666666666666666,0.5
2023-09-30,205,38,L,14,31,1,0,38.2,4,1,0.75,1.0
2023-09-30,39,71,L,28,38,0,0,30.8,2,3,0.6666666666666666,0.0
2023-09-30,71,39,W,38,28,1,0,35.0,4,1,1.0,0.5
2023-09-30,40,44,W,35,25,0,0,13.4,1,4,0.0,0.25
2023-09-30,44,40,L,25,35,1,0,23.666666666666668,2,1,0.0,1.0
2023-09-30,41,232,L,41,48,1,0,34.2,3,2,0.6666666666666666,0.5
2023-09-30,232,41,W,48,41,0,0,53.6,5,0,1.0,1.0
2023-09-30,42,237,W,41,20,1,0,32.75,2,2,0.5,0.5
2023-09-30,237,42,L,20,41,0,0,23.4,1,4,0.0,0.25
2023-09-30,45,166,W,23,20,0,0,21.33333333333333,2,1,1.0,0.5
2023-09-30,166,45,L,20,23,1,0,25.666666666666668,2,1,0.0,1.0
2023-09-30,46,185,W,55,33,1,0,45.2,3,2,0.6666666666666666,0.5
2023-09-30,185,46,L,33,55,0,0,23.2,1,4,0.3333333333333333,0.0
2023-09-30,47,199,L,14,20,1,0,30.6,2,3,0.6666666666666666,0.0
2023-09-30,199,47,W,20,14,0,0,20.8,3,2,1.0,0.3333333333333333
2023-09-30,50,131,W,16,9,0,1,13.5,1,3,0.0,0.3333333333333333
2023-09-30,131,50,L,9,16,1,0,24.0,1,3,0.5,0.0
2023-09-30,51,156,L,14,21,1,0,32.6,4,1,0.75,1.0
2023-09-30,156,51,W,21,14,0,0,36.5,5,1,0.6666666666666666,1.0
2023-09-30,52,105,W,31,28,0,1,26.0,2,2,1.0,0.3333333333333333
2023-09-30,105,52,L,28,31,1,1,13.75,0,4,0.0,0.0
2023-09-30,53,174,L,17,24,0,0,21.0,1,4,0.5,0.0
2023-09-30,174,53,W,24,17,1,0,33.0,3,2,1.0,0.0
2023-09-30,54,183,L,28,42,0,1,19.0,1,3,1.0,0.0
2023-09-30,183,54,W,42,28,1,0,31.0,2,3,0.6666666666666666,0.0
2023-09-30,55,154,W,19,10,0,0,21.2,4,1,1.0,0.6666666666666666
2023-09-30,154,55,L,10,19,1,1,12.75,0,4,0.0,0.0
2023-09-30,56,143,W,32,22,0,0,25.4,2,3,0.5,0.3333333333333333
2023-09-30,143,56,L,22,32,1,0,23.666666666666668,2,4,0.3333333333333333,0.3333333333333333
2023-09-30,58,83,L,36,44,1,0,28.8,2,3,0.5,0.3333333333333333
2023-09-30,83,58,W,44,36,0,0,34.4,4,1,1.0,0.75
2023-09-30,59,255,W,14,6,1,0,22.6,3,2,1.0,0.3333333333333333
2023-09-30,255,59,L,6,14,0,0,21.2,4,1,1.0,0.6666666666666666
2023-09-30,60,125,W,31,7,0,0,27.4,4,1,1.0,0.6666666666666666
2023-09-30,125,60,L,7,31,1,0,9.5,0,4,0.0,0.0
2023-09-30,62,98,L,14,33,0,0,25.0,3,2,1.0,0.0
2023-09-30,98,62,W,33,14,1,0,37.0,5,0,1.0,1.0
2023-09-30,65,69,L,24,28,0,0,33.4,3,2,1.0,0.3333333333333333
2023-09-30,69,65,W,28,24,1,0,24.8,3,2,0.75,0.0
2023-09-30,66,137,W,27,9,1,0,36.4,5,0,1.0,1.0
2023-09-30,137,66,L,9,27,0,0,15.4,0,5,0.0,0.0
2023-09-30,72,221,L,7,28,1,0,31.0,4,1,0.6666666666666666,1.0
2023-09-30,221,72,W,28,7,0,0,26.0,3,2,0.6666666666666666,0.5
2023-09-30,74,169,W,35,20,0,0,33.8,3,2,1.0,0.3333333333333333
2023-09-30,169,74,L,20,35,0,0,19.2,2,3,0.0,0.5
2023-09-30,75,175,W,31,14,0,1,31.0,3,1,0.0,1.0
2023-09-30,175,75,L,14,31,1,0,19.2,2,3,0.3333333333333333,0.5
2023-09-30,76,78,W,38,28,0,0,39.0,3,0,1.0,1.0
2023-09-30,78,76,L,28,38,0,0,38.8,3,2,1.0,0.3333333333333333
2023-09-30,77,231,L,20,44,0,0,22.166666666666668,2,4,0.6666666666666666,0.0
2023-09-30,231,77,W,44,20,1,0,36.0,4,1,1.0,0.5
2023-09-30,79,101,L,19,21,1,0,29.6,2,3,0.5,0.3333333333333333
2023-09-30,101,79,W,21,19,0,0,19.2,2,3,0.5,0.3333333333333333
2023-09-30,80,217,L,28,49,0,0,27.4,2,3,0.6666666666666666,0.0
2023-09-30,217,80,W,49,28,1,0,33.2,2,3,0.6666666666666666,0.0
2023-09-30,81,176,W,35,10,0,1,39.25,2,2,1.0,0.3333333333333333
2023-09-30,176,81,L,10,35,1,0,24.4,2,3,0.6666666666666666,0.0
2023-09-30,82,129,L,20,28,0,0,25.6,1,4,0.5,0.0
2023-09-30,129,82,W,28,20,1,0,27.4,4,1,1.0,0.5
2023-09-30,84,172,L,19,44,0,0,21.6,2,3,0.6666666666666666,0.0
2023-09-30,172,84,W,44,19,1,0,28.0,2,3,0.25,1.0
2023-09-30,87,112,L,17,44,0,0,20.8,2,3,0.6666666666666666,0.0
2023-09-30,112,87,W,44,17,1,0,38.6,5,0,1.0,1.0
2023-09-30,88,133,L,28,30,0,1,10.5,0,4,0.0,0.0
2023-09-30,133,88,W,30,28,1,1,21.25,2,2,1.0,0.0
2023-09-30,89,120,W,26,16,1,0,22.2,4,1,1.0,0.5
2023-09-30,120,89,L,16,26,0,0,21.6,2,3,0.5,0.0
2023-09-30,90,159,L,20,50,0,0,20.8,2,3,0.6666666666666666,0.0
2023-09-30,159,90,W,50,20,1,0,47.4,5,0,1.0,1.0
2023-09-30,93,187,W,31,23,1,0,33.2,5,0,1.0,1.0
2023-09-30,187,93,L,23,31,0,0,27.6,2,3,0.5,0.3333333333333333
2023-09-30,94,214,L,14,40,0,0,33.0,4,1,1.0,0.5
2023-09-30,214,94,W,40,14,1,0,36.0,5,0,1.0,1.0
2023-09-30,97,118,L,3,23,1,0,12.6,1,4,0.5,0.0
2023-09-30,118,97,W,23,3,0,0,32.0,4,1,1.0,0.75
2023-09-30,99,162,L,49,55,0,0,44.0,3,2,1.0,0.3333333333333333
2023-09-30,162,99,W,55,49,1,0,44.6,4,1,1.0,0.5
2023-09-30,102,128,L,7,49,0,0,13.6,1,4,0.0,0.3333333333333333
2023-09-30,128,102,W,49,7,1,0,32.4,2,3,0.5,0.3333333333333333
2023-09-30,106,123,L,24,35,0,0,35.8,3,2,1.0,0.3333333333333333
2023-09-30,123,106,W,35,24,1,0,24.0,3,2,1.0,0.0
2023-09-30,109,204,W,56,28,1,0,19.0,1,4,0.5,0.0
2023-09-30,204,109,L,28,56,0,0,16.2,0,5,0.0,0.0
2023-09-30,110,202,W,34,24,1,0,24.5,2,2,0.5,0.5
2023-09-30,202,110,L,24,34,0,0,26.8,2,3,0.6666666666666666,0.0
2023-09-30,111,161,W,41,35,1,0,29.25,4,0,1.0,1.0
2023-09-30,161,111,L,35,41,0,0,24.8,2,3,0.6666666666666666,0.0
2023-09-30,114,141,L,10,31,1,0,16.4,0,5,0.0,0.0
2023-09-30,141,114,W,31,10,0,0,17.0,1,3,0.0,0.3333333333333333
2023-09-30,116,239,W,38,3,1,0,24.8,3,2,1.0,0.3333333333333333
2023-09-30,239,116,L,3,38,0,0,10.4,2,3,1.0,0.0
2023-09-30,117,181,W,17,7,0,0,24.0,2,3,1.0,0.25
2023-09-30,181,117,L,7,17,1,0,15.6,1,4,0.0,0.5
2023-09-30,121,136,W,45,7,0,0,34.4,5,0,1.0,1.0
2023-09-30,136,121,L,7,45,1,0,18.8,2,3,0.6666666666666666,0.0
2023-09-30,126,194,L,20,33,0,0,31.75,1,3,1.0,0.0
2023-09-30,194,126,W,33,20,1,1,30.5,4,0,1.0,1.0
2023-09-30,127,241,W,38,21,0,0,32.0,5,0,1.0,1.0
2023-09-30,241,127,L,21,38,1,0,31.33333333333333,2,4,0.5,0.0
2023-09-30,130,168,W,38,22,1,0,42.8,4,1,1.0,0.5
2023-09-30,168,130,L,22,38,0,0,39.2,2,3,1.0,0.0
2023-09-30,132,259,L,3,45,0,0,13.6,1,4,0.0,0.3333333333333333
2023-09-30,259,132,W,45,3,1,0,30.0,1,2,0.3333333333333333,1.0
2023-09-30,135,192,L,30,44,1,1,20.25,1,3,0.5,0.0
2023-09-30,192,135,W,44,30,0,0,30.2,3,2,0.6666666666666666,0.5
2023-09-30,138,220,L,51,54,1,0,38.6,2,3,0.5,0.3333333333333333
2023-09-30,220,138,W,54,51,0,0,23.4,2,3,0.0,0.6666666666666666
2023-09-30,139,258,L,26,35,0,0,28.6,2,3,0.5,0.3333333333333333
2023-09-30,258,139,W,35,26,1,0,26.6,4,1,1.0,0.0
2023-09-30,142,144,L,26,28,1,0,22.2,2,3,0.0,0.6666666666666666
2023-09-30,144,142,W,28,26,0,1,13.25,1,3,0.0,0.3333333333333333
2023-09-30,147,191,L,21,42,0,1,32.75,2,2,1.0,0.0
2023-09-30,191,147,W,42,21,1,1,44.25,4,0,1.0,1.0
2023-09-30,148,190,L,19,24,1,1,36.75,3,1,0.6666666666666666,1.0
2023-09-30,190,148,W,24,19,0,1,23.25,3,1,1.0,0.5
2023-09-30,150,180,L,30,31,0,0,23.8,1,4,0.5,0.0
2023-09-30,180,150,W,31,30,1,0,32.0,4,1,1.0,0.6666666666666666
2023-09-30,151,249,L,21,28,1,0,16.2,0,5,0.0,0.0
2023-09-30,249,151,W,28,21,0,0,20.8,3,2,0.5,0.6666666666666666
2023-09-30,152,219,L,33,35,0,0,19.2,1,4,0.0,0.3333333333333333
2023-09-30,219,152,W,35,33,1,0,40.8,4,1,1.0,0.0
2023-09-30,153,260,W,44,41,1,1,27.75,2,2,0.5,0.5
2023-09-30,260,153,L,41,44,0,1,37.0,2,2,1.0,0.0
2023-09-30,155,165,L,13,41,1,0,21.8,2,3,0.6666666666666666,0.0
2023-09-30,165,155,W,41,13,0,0,40.6,5,0,1.0,1.0
2023-09-30,163,200,W,42,6,0,0,51.6,5,0,1.0,1.0
2023-09-30,200,163,L,6,42,1,0,19.2,1,4,0.0,0.5
2023-09-30,167,244,L,21,38,0,0,23.4,1,4,0.3333333333333333,0.0
2023-09-30,244,167,W,38,21,1,0,24.8,2,3,0.6666666666666666,0.0
2023-09-30,177,245,W,52,3,1,0,30.8,4,1,1.0,0.0
2023-09-30,245,177,L,3,52,0,0,13.2,2,3,1.0,0.25
2023-09-30,178,207,L,13,14,1,0,17.0,0,5,0.0,0.0
2023-09-30,207,178,W,14,13,0,0,29.6,4,1,1.0,0.6666666666666666
2023-09-30,188,211,L,20,41,0,0,27.0,2,3,1.0,0.0
2023-09-30,211,188,W,41,20,1,0,36.2,4,1,1.0,0.5
2023-09-30,196,216,L,36,50,1,0,25.8,1,4,0.3333333333333333,0.0
2023-09-30,216,196,W,50,36,0,0,43.4,4,1,1.0,0.6666666666666666
2023-09-30,198,203,W,15,10,0,0,20.2,1,4,0.0,0.25
2023-09-30,203,198,L,10,15,1,0,16.6,2,3,0.0,0.6666666666666666
2023-09-30,201,213,W,56,27,1,0,37.0,3,2,0.6666666666666666,0.5
2023-09-30,213,201,L,27,56,0,0,13.0,0,4,0.0,0.0
2023-09-30,206,250,L,21,24,1,0,34.8,3,2,0.5,1.0
2023-09-30,250,206,W,24,21,0,0,26.4,4,1,1.0,0.5
2023-09-30,209,233,L,10,20,0,1,16.0,2,2,1.0,0.3333333333333333
2023-09-30,233,209,W,20,10,1,0,33.6,4,1,1.0,0.5
2023-09-30,218,251,L,14,49,1,0,6.8,0,5,0.0,0.0
2023-09-30,251,218,W,49,14,0,0,39.2,4,1,1.0,0.6666666666666666
2023-09-30,222,224,W,35,23,1,0,29.8,4,1,0.75,1.0
2023-09-30,224,222,L,23,35,0,0,27.0,1,4,0.5,0.0
2023-09-30,225,242,W,31,10,1,0,25.0,3,2,1.0,0.3333333333333333
2023-09-30,242,225,L,10,31,0,0,27.8,3,2,1.0,0.3333333333333333
2023-09-30,229,236,L,33,34,1,0,17.0,0,5,0.0,0.0
2023-09-30,236,229,W,34,33,0,0,37.0,2,3,0.5,0.3333333333333333
2023-10-04,63,140,L,17,34,0,1,20.666666666666668,3,3,0.6666666666666666,0.3333333333333333
2023-10-04,140,63,W,34,17,1,1,30.5,3,3,0.6666666666666666,0.3333333333333333
2023-10-04,92,122,W,45,30,0,0,30.5,5,1,1.0,0.6666666666666666
2023-10-04,122,92,L,30,45,1,0,20.666666666666668,1,5,0.3333333333333333,0.0
2023-10-05,103,182,W,21,16,1,1,36.2,5,0,1.0,1.0
2023-10-05,182,103,L,16,21,0,0,10.8,0,5,0.0,0.0
2023-10-05,107,253,L,28,35,1,0,27.142857142857142,3,4,0.5,0.3333333333333333
2023-10-05,253,107,W,35,28,0,0,32.166666666666664,4,2,1.0,0.3333333333333333
2023-10-06,44,76,L,23,41,0,0,23.5,2,2,0.0,0.6666666666666666
2023-10-06,76,44,W,41,23,1,0,39.5,4,0,1.0,1.0
2023-10-06,84,136,L,7,20,1,0,19.166666666666668,2,4,0.5,0.0
2023-10-06,136,84,W,20,7,0,0,19.0,3,3,0.6666666666666666,0.3333333333333333
2023-10-06,95,160,L,21,29,0,1,35.8,3,2,1.0,0.0
2023-10-06,160,95,W,29,21,1,1,23.4,3,2,0.6666666666666666,0.5
2023-10-07,3,152,L,14,55,1,0,16.5,1,5,0.3333333333333333,0.0
2023-10-07,152,3,W,55,14,0,0,25.166666666666668,2,4,0.0,0.5
2023-10-07,4,91,L,30,45,0,0,32.166666666666664,3,3,1.0,0.0
2023-10-07,91,4,W,45,30,0,1,29.166666666666668,4,2,1.0,0.6
2023-10-07,5,212,W,26,20,0,0,31.166666666666668,5,1,0.6666666666666666,1.0
2023-10-07,212,5,L,20,26,1,0,35.5,4,2,0.75,0.5
2023-10-07,6,19,W,19,14,1,0,16.0,2,3,0.5,0.0
2023-10-07,19,6,L,14,19,0,1,16.4,1,4,1.0,0.0
2023-10-07,7,74,W,25,24,1,0,18.166666666666668,3,3,0.6666666666666666,0.3333333333333333
2023-10-07,74,7,L,24,25,0,0,32.166666666666664,3,3,1.0,0.25
2023-10-07,9,41,L,24,27,1,0,18.666666666666668,1,5,0.2,0.0
2023-10-07,41,9,W,27,24,0,0,33.0,4,2,0.6666666666666666,0.6666666666666666
2023-10-07,10,232,L,41,43,0,0,29.83333333333333,3,3,0.6666666666666666,0.3333333333333333
2023-10-07,232,10,W,43,41,1,0,51.833333333333336,6,0,1.0,1.0
2023-10-07,11,162,L,20,27,0,0,31.33333333333333,2,4,0.6666666666666666,0.0
2023-10-07,162,11,W,27,20,1,0,41.66666666666666,5,1,1.0,0.5
2023-10-07,12,221,L,3,37,0,0,22.166666666666668,3,3,0.6666666666666666,0.3333333333333333
2023-10-07,221,12,W,37,3,1,0,27.83333333333333,4,2,0.75,0.5
2023-10-07,17,57,L,10,24,0,0,16.5,1,5,0.5,0.0
2023-10-07,57,17,W,24,10,1,0,17.5,3,3,1.0,0.0
2023-10-07,18,217,L,14,39,1,0,21.666666666666668,2,4,0.2,1.0
2023-10-07,217,18,W,39,14,0,0,34.166666666666664,3,3,0.6666666666666666,0.3333333333333333
2023-10-07,20,186,W,35,27,1,0,29.666666666666668,3,3,0.6666666666666666,0.3333333333333333
2023-10-07,186,20,L,27,35,0,1,28.0,1,5,0.3333333333333333,0.0
2023-10-07,22,118,L,0,27,0,0,18.83333333333333,2,4,0.5,0.25
2023-10-07,118,22,W,27,0,1,0,31.166666666666668,5,1,1.0,0.75
2023-10-07,23,173,L,30,34,1,0,33.0,2,2,0.5,0.5
2023-10-07,173,23,W,34,30,0,0,32.666666666666664,4,2,1.0,0.5
2023-10-07,25,78,L,27,55,1,0,18.8,1,4,0.3333333333333333,0.0
2023-10-07,78,25,W,55,27,0,0,41.5,4,2,1.0,0.5
2023-10-07,26,33,W,37,13,1,0,28.166666666666668,2,4,0.3333333333333333,0.3333333333333333
2023-10-07,33,26,L,13,37,0,0,23.666666666666668,3,3,1.0,0.25
2023-10-07,27,199,L,10,17,0,0,28.83333333333333,4,2,1.0,0.3333333333333333
2023-10-07,199,27,W,17,10,1,0,20.166666666666668,4,2,1.0,0.3333333333333333
2023-10-07,28,83,L,14,42,1,0,19.83333333333333,2,4,0.5,0.0
2023-10-07,83,28,W,42,14,0,0,35.666666666666664,5,1,1.0,0.8
2023-10-07,29,164,L,40,52,1,0,32.5,3,3,0.5,0.5
2023-10-07,164,29,W,52,40,0,0,38.5,5,1,1.0,0.6666666666666666
2023-10-07,30,75,W,30,27,0,0,37.833333333333336,3,3,0.0,0.75
2023-10-07,75,30,L,27,30,1,0,30.2,3,2,0.0,1.0
2023-10-07,31,193,W,38,33,1,0,38.833333333333336,4,2,1.0,0.3333333333333333
2023-10-07,193,31,L,33,38,0,1,28.2,1,4,0.5,0.0
2023-10-07,32,49,W,51,44,1,0,31.0,2,3,0.6666666666666666,0.0
2023-10-07,49,32,L,44,51,0,0,21.5,1,5,0.5,0.0
2023-10-07,36,251,L,50,52,1,0,37.0,4,2,0.6666666666666666,0.6666666666666666
2023-10-07,251,36,W,52,50,0,0,41.333333333333336,5,1,1.0,0.75
2023-10-07,38,246,W,17,12,1,0,32.166666666666664,4,2,0.75,0.5
2023-10-07,246,38,L,12,17,0,1,25.6,3,2,0.6666666666666666,0.5
2023-10-07,42,236,L,24,44,0,0,31.0,2,3,0.5,0.3333333333333333
2023-10-07,236,42,W,44,24,1,0,38.16666666666666,3,3,0.6666666666666666,0.3333333333333333
